"","Permit.No","Facility","End.Date","Outfall","Expiration","Parameter","No.Discharge","Avg","Max","Monitoring.Location","Units","Mon.Period","X__1","X__2","X__3","X__4","Facility.Name","Param","Limit.Flag","Mon.Date","Daily.Value","Unit","Mon.Locat","Out..","Mon.Freq","Facility.Type","Description"
"657","5307001","ANAMOSA CITY OF STP",2004-02-29,"001",2003-03-24,"FLOW",NA,0.5168,0.689,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","5307001","ANAMOSA CITY OF STP",2004-01-31,"001",2003-03-24,"FLOW",NA,0.477,0.543,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","5307001","ANAMOSA CITY OF STP",2003-12-31,"001",2003-03-24,"FLOW",NA,0.509,0.677,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","5307001","ANAMOSA CITY OF STP",2003-11-30,"001",2003-03-24,"FLOW",NA,0.539,1.084,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","5307001","ANAMOSA CITY OF STP",2003-10-31,"001",2003-03-24,"FLOW",NA,0.451,0.546,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","5307001","ANAMOSA CITY OF STP",2003-09-30,"001",2003-03-24,"FLOW",NA,0.515,0.961,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","5307001","ANAMOSA CITY OF STP",2003-08-31,"001",2003-03-24,"FLOW",NA,0.47,0.53,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","5307001","ANAMOSA CITY OF STP",2003-07-31,"001",2003-03-24,"FLOW",NA,0.5299355,0.751,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","5307001","ANAMOSA CITY OF STP",2003-06-30,"001",2003-03-24,"FLOW",NA,0.5047667,0.672,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","5307001","ANAMOSA CITY OF STP",2003-05-31,"001",2003-03-24,"FLOW",NA,0.647,0.791,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","5307001","ANAMOSA CITY OF STP",2003-04-30,"001",2003-03-24,"FLOW",NA,0.5106,0.599,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","5307001","ANAMOSA CITY OF STP",2003-03-31,"001",2003-03-24,"FLOW",NA,0.4612,0.56,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","5307001","ANAMOSA CITY OF STP",2003-02-28,"001",2003-03-24,"FLOW",NA,0.4662,0.525,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","5307001","ANAMOSA CITY OF STP",2003-01-31,"001",2003-03-24,"FLOW",NA,0.484,0.656,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","5307001","ANAMOSA CITY OF STP",2002-12-31,"001",2003-03-24,"FLOW",NA,0.5544,0.754,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","5307001","ANAMOSA CITY OF STP",2002-11-30,"001",2003-03-24,"FLOW",NA,0.5552,0.629,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","5307001","ANAMOSA CITY OF STP",2002-10-31,"001",2003-03-24,"FLOW",NA,0.634,1.132,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","5307001","ANAMOSA CITY OF STP",2002-09-30,"001",2003-03-24,"FLOW",NA,0.62,0.74,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","5307001","ANAMOSA CITY OF STP",2002-08-31,"001",2003-03-24,"FLOW",NA,1.647,31,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","5307001","ANAMOSA CITY OF STP",2002-07-31,"001",2003-03-24,"FLOW",NA,0.783,1.018,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","5307001","ANAMOSA CITY OF STP",2002-06-30,"001",2003-03-24,"FLOW",NA,1.862,2.454,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","5307001","ANAMOSA CITY OF STP",2002-05-31,"001",2003-03-24,"FLOW",NA,0.61,0.854,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","5307001","ANAMOSA CITY OF STP",2002-04-30,"001",2003-03-24,"FLOW",NA,0.581,0.952,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","5307001","ANAMOSA CITY OF STP",2002-03-31,"001",2003-03-24,"FLOW",NA,1.484,31,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","5307001","ANAMOSA CITY OF STP",2002-02-28,"001",2003-03-24,"FLOW",NA,0.511,0.624,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","5307001","ANAMOSA CITY OF STP",2002-01-31,"001",2003-03-24,"FLOW",NA,0.499,0.645,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","5307001","ANAMOSA CITY OF STP",2001-12-31,"001",2003-03-24,"FLOW",NA,0.0014,0.031,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","5307001","ANAMOSA CITY OF STP",2001-11-30,"001",2003-03-24,"FLOW",NA,0.523,0.866,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","5307001","ANAMOSA CITY OF STP",2001-10-31,"001",2003-03-24,"FLOW",NA,0.548,0.965,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","5307001","ANAMOSA CITY OF STP",2001-09-30,"001",2003-03-24,"FLOW",NA,0.522,0.668,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","5307001","ANAMOSA CITY OF STP",2001-08-31,"001",2003-03-24,"FLOW",NA,0.568,0.796,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","5307001","ANAMOSA CITY OF STP",2001-07-31,"001",2003-03-24,"FLOW",NA,0.578,0.818,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","5307001","ANAMOSA CITY OF STP",2001-06-30,"001",2003-03-24,"FLOW",NA,0.724,0.968,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","5307001","ANAMOSA CITY OF STP",2001-05-31,"001",2003-03-24,"FLOW",NA,0.728,0.995,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","5307001","ANAMOSA CITY OF STP",2001-04-30,"001",2003-03-24,"FLOW",NA,0.734,0.883,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","5307001","ANAMOSA CITY OF STP",2001-03-31,"001",2003-03-24,"FLOW",NA,0.716,0.93,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","5307001","ANAMOSA CITY OF STP",2001-02-28,"001",2003-03-24,"FLOW",NA,0.586,1.355,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","5307001","ANAMOSA CITY OF STP",2001-01-31,"001",2003-03-24,"FLOW",NA,0.481,0.759,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","5307001","ANAMOSA CITY OF STP",2000-12-31,"001",2003-03-24,"FLOW",NA,0.476,0.58,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","5307001","ANAMOSA CITY OF STP",2000-11-30,"001",2003-03-24,"FLOW",NA,0.475,0.603,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","5307001","ANAMOSA CITY OF STP",2000-10-31,"001",2003-03-24,"FLOW",NA,0.466,0.558,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","5307001","ANAMOSA CITY OF STP",2000-09-30,"001",2003-03-24,"FLOW",NA,0.482,0.694,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","5307001","ANAMOSA CITY OF STP",2000-08-31,"001",2003-03-24,"FLOW",NA,0.498,0.6,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","5307001","ANAMOSA CITY OF STP",2000-07-31,"001",2003-03-24,"FLOW",NA,0.65,0.998,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","5307001","ANAMOSA CITY OF STP",2000-06-30,"001",2003-03-24,"FLOW",NA,0.666,1.206,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","5307001","ANAMOSA CITY OF STP",2000-05-31,"001",2003-03-24,"FLOW",NA,0.447,0.599,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","5307001","ANAMOSA CITY OF STP",2000-04-30,"001",2003-03-24,"FLOW",NA,0.457,0.698,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","5307001","ANAMOSA CITY OF STP",2000-03-31,"001",2003-03-24,"FLOW",NA,0.425,0.489,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","5307001","ANAMOSA CITY OF STP",2000-02-29,"001",2003-03-24,"FLOW",NA,0.448,0.547,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","5307001","ANAMOSA CITY OF STP",2000-01-31,"001",2003-03-24,"FLOW",NA,0.421,0.539,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","5307001","ANAMOSA CITY OF STP",1999-12-31,"001",2003-03-24,"FLOW",NA,0.431,0.823,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","5307001","ANAMOSA CITY OF STP",1999-11-30,"001",2003-03-24,"FLOW",NA,0.421,0.508,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","5307001","ANAMOSA CITY OF STP",1999-10-31,"001",2003-03-24,"FLOW",NA,0.431,0.555,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","5307001","ANAMOSA CITY OF STP",1999-09-30,"001",2003-03-24,"FLOW",NA,0.432,0.558,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","5307001","ANAMOSA CITY OF STP",1999-08-31,"001",2003-03-24,"FLOW",NA,0.535,0.834,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","5307001","ANAMOSA CITY OF STP",1999-07-31,"001",2003-03-24,"FLOW",NA,0.739,1.395,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","5307001","ANAMOSA CITY OF STP",1999-06-30,"001",2003-03-24,"FLOW",NA,0.662,0.936,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","5307001","ANAMOSA CITY OF STP",1999-05-31,"001",2003-03-24,"FLOW",NA,0.913,1.841,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","5307001","ANAMOSA CITY OF STP",1999-04-30,"001",2003-03-24,"FLOW",NA,0.772,1.34,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","5307001","ANAMOSA CITY OF STP",1999-03-31,"001",2003-03-24,"FLOW",NA,0.52,0.587,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","5307001","ANAMOSA CITY OF STP",1999-02-28,"001",2003-03-24,"FLOW",NA,0.566,0.697,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","5307001","ANAMOSA CITY OF STP",1999-01-31,"001",2003-03-24,"FLOW",NA,0.506,0.67,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","5307001","ANAMOSA CITY OF STP",1998-12-31,"001",2003-03-24,"FLOW",NA,0.513,0.609,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","5307001","ANAMOSA CITY OF STP",1998-11-30,"001",2003-03-24,"FLOW",NA,0.652,0.807,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","5307001","ANAMOSA CITY OF STP",1998-10-31,"001",2003-03-24,"FLOW",NA,0.728,1.541,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","5307001","ANAMOSA CITY OF STP",1998-09-30,"001",2003-03-24,"FLOW",NA,0.58,0.985,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","7709001","ANKENY CITY OF STP",1998-04-30,"001",1997-08-01,"FLOW",NA,4.868,8.187,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","7709001","ANKENY CITY OF STP",1998-03-31,"001",1997-08-01,"FLOW",NA,4.533,9.835,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","7709001","ANKENY CITY OF STP",1998-02-28,"001",1997-08-01,"FLOW",NA,3.203,3.621,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","7709001","ANKENY CITY OF STP",1998-01-31,"001",1997-08-01,"FLOW",NA,2.824,3.32,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","7709001","ANKENY CITY OF STP",1997-12-31,"001",1997-08-01,"FLOW",NA,2.92,3.3,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","7709001","ANKENY CITY OF STP",1997-11-30,"001",1997-08-01,"FLOW",NA,2.78,3.056,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","7709001","ANKENY CITY OF STP",1997-09-30,"001",1997-08-01,"FLOW",NA,2.31,2.67,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","7709001","ANKENY CITY OF STP",1997-08-31,"001",1997-08-01,"FLOW",NA,1.911,2.191,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","7709001","ANKENY CITY OF STP",1997-07-31,"001",1997-08-01,"FLOW",NA,2.419,4.51,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","7709001","ANKENY CITY OF STP",1997-06-30,"001",1997-08-01,"FLOW",NA,2.86,4.05,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","7709001","ANKENY CITY OF STP",1997-05-31,"001",1997-08-01,"FLOW",NA,4.16,6.95,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","7709001","ANKENY CITY OF STP",1997-04-30,"001",1997-08-01,"FLOW",NA,3.46,6.44,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","7709001","ANKENY CITY OF STP",1997-03-31,"001",1997-08-01,"FLOW",NA,2.53,3.2,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","7709001","ANKENY CITY OF STP",1997-02-28,"001",1997-08-01,"FLOW",NA,2.425,4.29,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","7709001","ANKENY CITY OF STP",1997-01-31,"001",1997-08-01,"FLOW",NA,2.42,2.835,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","7709001","ANKENY CITY OF STP",1996-12-31,"001",1997-08-01,"FLOW",NA,2.97,3.6,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","7709001","ANKENY CITY OF STP",1996-11-30,"001",1997-08-01,"FLOW",NA,3.11,3.995,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","7709001","ANKENY CITY OF STP",1996-10-31,"001",1997-08-01,"FLOW",NA,2.866,3.55,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","7709001","ANKENY CITY OF STP",1996-09-30,"001",1997-08-01,"FLOW",NA,2.75,3.96,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","7709001","ANKENY CITY OF STP",1996-08-31,"001",1997-08-01,"FLOW",NA,2.87,3.13,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","7709001","ANKENY CITY OF STP",1996-07-31,"001",1997-08-01,"FLOW",NA,3.1,4.41,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","7709001","ANKENY CITY OF STP",1996-06-30,"001",1997-08-01,"FLOW",NA,5.294,10.111,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","7709001","ANKENY CITY OF STP",1996-05-31,"001",1997-08-01,"FLOW",NA,6.53,10.111,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","7709001","ANKENY CITY OF STP",1996-04-30,"001",1997-08-01,"FLOW",NA,2.67,3.403,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","7709001","ANKENY CITY OF STP",1996-03-31,"001",1997-08-01,"FLOW",NA,2.19,2.57,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","7709001","ANKENY CITY OF STP",1996-02-29,"001",1997-08-01,"FLOW",NA,2.67,3.76,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","7709001","ANKENY CITY OF STP",1996-01-31,"001",1997-08-01,"FLOW",NA,1.788,2.298,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","7709001","ANKENY CITY OF STP",1995-12-31,"001",1997-08-01,"FLOW",NA,2.06,2.28,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","7709001","ANKENY CITY OF STP",1995-11-30,"001",1997-08-01,"FLOW",NA,2.17,3.33,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","7709001","ANKENY CITY OF STP",1995-10-31,"001",1997-08-01,"FLOW",NA,2.21,2.722,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","7709001","ANKENY CITY OF STP",1995-09-30,"001",1997-08-01,"FLOW",NA,2.27,2.61,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","7709001","ANKENY CITY OF STP",1995-08-31,"001",1997-08-01,"FLOW",NA,2.798,3.309,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","7709001","ANKENY CITY OF STP",1995-07-31,"001",1997-08-01,"FLOW",NA,3.347,4.519,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","7709001","ANKENY CITY OF STP",1995-06-30,"001",1997-08-01,"FLOW",NA,3.98,4.82,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","7709001","ANKENY CITY OF STP",1995-05-31,"001",1997-08-01,"FLOW",NA,7.075,15.42,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","7709001","ANKENY CITY OF STP",1995-04-30,"001",1997-08-01,"FLOW",NA,5.99,10.75,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","7709001","ANKENY CITY OF STP",1995-03-31,"001",1997-08-01,"FLOW",NA,3.63,8.66,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","7709001","ANKENY CITY OF STP",1995-02-28,"001",1997-08-01,"FLOW",NA,2.85,3.4,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","7709001","ANKENY CITY OF STP",1995-01-31,"001",1997-08-01,"FLOW",NA,2.66,2.96,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","7709001","ANKENY CITY OF STP",1994-12-31,"001",1997-08-01,"FLOW",NA,2.75,3.35,"FINAL EFFLUENT","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
