"","Permit.No","Facility","End.Date","Outfall","Expiration","Parameter","No.Discharge","Avg","Max","Monitoring.Location","Units","Mon.Period","X__1","X__2","X__3","X__4","Facility.Name","Param","Limit.Flag","Mon.Date","Daily.Value","Unit","Mon.Locat","Out..","Mon.Freq","Facility.Type","Description"
"104","5502001","ALGONA CITY OF STP",1998-08-31,"001",2001-04-04,"FLOW",NA,0.997,1.223,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","5502001","ALGONA CITY OF STP",1998-07-31,"001",2001-04-04,"FLOW",NA,1.204,1.679,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","5502001","ALGONA CITY OF STP",1998-06-30,"001",2001-04-04,"FLOW",NA,1.735,5,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","5502001","ALGONA CITY OF STP",1998-05-31,"001",2001-04-04,"FLOW",NA,1.278,2.228,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","5502001","ALGONA CITY OF STP",1998-04-30,"001",2001-04-04,"FLOW",NA,2.124,3.167,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","5502001","ALGONA CITY OF STP",1998-03-31,"001",2001-04-04,"FLOW",NA,1.105,2.047,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","5502001","ALGONA CITY OF STP",1998-02-28,"001",2001-04-04,"FLOW",NA,0.911,1.276,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","5502001","ALGONA CITY OF STP",1998-01-31,"001",2001-04-04,"FLOW",NA,0.776,0.931,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","5502001","ALGONA CITY OF STP",1997-12-31,"001",2001-04-04,"FLOW",NA,0.765,1.054,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","5502001","ALGONA CITY OF STP",1997-11-30,"001",2001-04-04,"FLOW",NA,0.75,0.839,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","5502001","ALGONA CITY OF STP",1997-10-31,"001",2001-04-04,"FLOW",NA,0.799,1.125,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","5502001","ALGONA CITY OF STP",1997-09-30,"001",2001-04-04,"FLOW",NA,0.77,1.154,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","5502001","ALGONA CITY OF STP",1997-08-31,"001",2001-04-04,"FLOW",NA,0.802,1.061,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","5502001","ALGONA CITY OF STP",1997-07-31,"001",2001-04-04,"FLOW",NA,0.871,1.128,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","5502001","ALGONA CITY OF STP",1997-06-30,"001",2001-04-04,"FLOW",NA,0.882,1.127,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","5502001","ALGONA CITY OF STP",1997-05-31,"001",2001-04-04,"FLOW",NA,1.401,2.475,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","5502001","ALGONA CITY OF STP",1997-04-30,"001",2001-04-04,"FLOW",NA,1.414,2.351,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","5502001","ALGONA CITY OF STP",1997-03-31,"001",2001-04-04,"FLOW",NA,1.696,2.39,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","5502001","ALGONA CITY OF STP",1997-02-28,"001",2001-04-04,"FLOW",NA,0.911,1.672,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","5502001","ALGONA CITY OF STP",1997-01-31,"001",2001-04-04,"FLOW",NA,0.857,1.26,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","5502001","ALGONA CITY OF STP",1996-12-31,"001",2001-04-04,"FLOW",NA,0.908,1.142,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","5502001","ALGONA CITY OF STP",1996-11-30,"001",2001-04-04,"FLOW",NA,0.857,1.604,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","5502001","ALGONA CITY OF STP",1996-10-31,"001",2001-04-04,"FLOW",NA,0.742,1.006,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","5502001","ALGONA CITY OF STP",1996-09-30,"001",2001-04-04,"FLOW",NA,0.768,1.003,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","5502001","ALGONA CITY OF STP",1996-08-31,"001",2001-04-04,"FLOW",NA,0.916,1.348,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","5502001","ALGONA CITY OF STP",1996-07-31,"001",2001-04-04,"FLOW",NA,0.82,1.133,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","5502001","ALGONA CITY OF STP",1996-06-30,"001",2001-04-04,"FLOW",NA,3.675,8.54,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","5502001","ALGONA CITY OF STP",1996-05-31,"001",2001-04-04,"FLOW",NA,1.157,1.733,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","5502001","ALGONA CITY OF STP",1996-04-30,"001",2001-04-04,"FLOW",NA,1.074,1.273,"RAW WASTE OR FINAL EFFLUENT(FLOW)","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","5502001","ALGONA CITY OF STP",2017-12-31,"001",2006-08-19,"FLOW",NA,0.6422903,0.735,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","5502001","ALGONA CITY OF STP",2017-11-30,"001",2006-08-19,"FLOW",NA,0.7413333,0.85,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","5502001","ALGONA CITY OF STP",2017-10-31,"001",2006-08-19,"FLOW",NA,1.0217096,2.107,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","5502001","ALGONA CITY OF STP",2017-09-30,"001",2006-08-19,"FLOW",NA,0.685,0.813,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","5502001","ALGONA CITY OF STP",2017-08-31,"001",2006-08-19,"FLOW",NA,0.795258,1.984,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","5502001","ALGONA CITY OF STP",2017-07-31,"001",2006-08-19,"FLOW",NA,0.803258,1.013,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","5502001","ALGONA CITY OF STP",2017-06-30,"001",2006-08-19,"FLOW",NA,1.0530333,1.436,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","5502001","ALGONA CITY OF STP",2017-05-31,"001",2006-08-19,"FLOW",NA,1.9552258,3.23,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","5502001","ALGONA CITY OF STP",2017-04-30,"001",2006-08-19,"FLOW",NA,1.6334333,2.196,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","5502001","ALGONA CITY OF STP",2017-03-31,"001",2006-08-19,"FLOW",NA,1.7844838,2.718,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","5502001","ALGONA CITY OF STP",2017-02-28,"001",2006-08-19,"FLOW",NA,1.3676785,1.989,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","5502001","ALGONA CITY OF STP",2017-01-31,"001",2006-08-19,"FLOW",NA,1.1165161,1.524,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","5502001","ALGONA CITY OF STP",2016-12-31,"001",2006-08-19,"FLOW",NA,1.063,1.631,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","5502001","ALGONA CITY OF STP",2016-11-30,"001",2006-08-19,"FLOW",NA,1.082,1.248,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","5502001","ALGONA CITY OF STP",2016-09-30,"001",2006-08-19,"FLOW",NA,2.093,3.495,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","5502001","ALGONA CITY OF STP",2016-08-31,"001",2006-08-19,"FLOW",NA,1.044,1.796,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","5502001","ALGONA CITY OF STP",2016-07-31,"001",2006-08-19,"FLOW",NA,0.938,1.286,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","5502001","ALGONA CITY OF STP",2016-06-30,"001",2006-08-19,"FLOW",NA,0.97,1.359,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","5502001","ALGONA CITY OF STP",2016-05-31,"001",2006-08-19,"FLOW",NA,1.556,2.496,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","5502001","ALGONA CITY OF STP",2016-04-30,"001",2006-08-19,"FLOW",NA,1.581,2.741,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","5502001","ALGONA CITY OF STP",2016-03-31,"001",2006-08-19,"FLOW",NA,1.556,2.855,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","5502001","ALGONA CITY OF STP",2016-02-29,"001",2006-08-19,"FLOW",NA,1.221,1.91,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","5502001","ALGONA CITY OF STP",2016-01-31,"001",2006-08-19,"FLOW",NA,1.051,1.222,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","5502001","ALGONA CITY OF STP",2015-12-31,"001",2006-08-19,"FLOW",NA,1.76,4.135,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","5502001","ALGONA CITY OF STP",2015-11-30,"001",2006-08-19,"FLOW",NA,1.238,1.915,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","5502001","ALGONA CITY OF STP",2015-09-30,"001",2006-08-19,"FLOW",NA,0.991,1.373,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","5502001","ALGONA CITY OF STP",2015-08-31,"001",2006-08-19,"FLOW",NA,1.186,2.461,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","5502001","ALGONA CITY OF STP",2015-07-31,"001",2006-08-19,"FLOW",NA,0.94,1.211,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","5502001","ALGONA CITY OF STP",2015-06-30,"001",2006-08-19,"FLOW",NA,1.608,2.984,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","5502001","ALGONA CITY OF STP",2015-05-31,"001",2006-08-19,"FLOW",NA,1.488,2.687,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","5502001","ALGONA CITY OF STP",2015-04-30,"001",2006-08-19,"FLOW",NA,1.642,3.021,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","5502001","ALGONA CITY OF STP",2015-03-31,"001",2006-08-19,"FLOW",NA,1.013,1.225,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","5502001","ALGONA CITY OF STP",2015-02-28,"001",2006-08-19,"FLOW",NA,0.859,0.966,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","5502001","ALGONA CITY OF STP",2015-01-31,"001",2006-08-19,"FLOW",NA,0.919,1.054,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","5502001","ALGONA CITY OF STP",2014-12-31,"001",2006-08-19,"FLOW",NA,0.911,1.065,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","5502001","ALGONA CITY OF STP",2014-11-30,"001",2006-08-19,"FLOW",NA,0.849,0.922,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","5502001","ALGONA CITY OF STP",2014-10-31,"001",2006-08-19,"FLOW",NA,0.983,1.249,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","5502001","ALGONA CITY OF STP",2014-09-30,"001",2006-08-19,"FLOW",NA,1.134,1.936,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","5502001","ALGONA CITY OF STP",2014-08-31,"001",2006-08-19,"FLOW",NA,0.997,2.084,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","5502001","ALGONA CITY OF STP",2014-07-31,"001",2006-08-19,"FLOW",NA,1.186,2.058,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","5502001","ALGONA CITY OF STP",2014-06-30,"001",2006-08-19,"FLOW",NA,2.018,4.178,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","5502001","ALGONA CITY OF STP",2014-05-31,"001",2006-08-19,"FLOW",NA,1.314,3.231,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","5502001","ALGONA CITY OF STP",2014-04-30,"001",2006-08-19,"FLOW",NA,1.026,1.505,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","5502001","ALGONA CITY OF STP",2014-02-28,"001",2006-08-19,"FLOW",NA,0.832,1.034,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","5502001","ALGONA CITY OF STP",2014-01-31,"001",2006-08-19,"FLOW",NA,0.828,0.919,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","5502001","ALGONA CITY OF STP",2013-11-30,"001",2006-08-19,"FLOW",NA,0.923,1.11,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","5502001","ALGONA CITY OF STP",2013-10-31,"001",2006-08-19,"FLOW",NA,0.874,0.962,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","5502001","ALGONA CITY OF STP",2013-09-30,"001",2006-08-19,"FLOW",NA,0.841,0.948,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","5502001","ALGONA CITY OF STP",2013-08-31,"001",2006-08-19,"FLOW",NA,0.899,1.135,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","5502001","ALGONA CITY OF STP",2013-07-31,"001",2006-08-19,"FLOW",NA,0.95,1.468,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","5502001","ALGONA CITY OF STP",2013-06-30,"001",2006-08-19,"FLOW",NA,1.847,2.849,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","5502001","ALGONA CITY OF STP",2013-05-31,"001",2006-08-19,"FLOW",NA,2.635,4.464,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","5502001","ALGONA CITY OF STP",2013-04-30,"001",2006-08-19,"FLOW",NA,1.951,4.08,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","5502001","ALGONA CITY OF STP",2013-03-31,"001",2006-08-19,"FLOW",NA,0.977,1.615,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","5502001","ALGONA CITY OF STP",2013-02-28,"001",2006-08-19,"FLOW",NA,0.828,1.04,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","5502001","ALGONA CITY OF STP",2013-01-31,"001",2006-08-19,"FLOW",NA,0.803,0.888,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","5502001","ALGONA CITY OF STP",2012-12-31,"001",2006-08-19,"FLOW",NA,0.809,0.886,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","5502001","ALGONA CITY OF STP",2012-11-30,"001",2006-08-19,"FLOW",NA,0.829,0.898,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","5502001","ALGONA CITY OF STP",2012-10-31,"001",2006-08-19,"FLOW",NA,0.842,0.967,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","5502001","ALGONA CITY OF STP",2012-09-30,"001",2006-08-19,"FLOW",NA,0.822,0.945,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","5502001","ALGONA CITY OF STP",2012-08-31,"001",2006-08-19,"FLOW",NA,0.847,0.912,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","5502001","ALGONA CITY OF STP",2012-07-31,"001",2006-08-19,"FLOW",NA,0.868,1.134,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","5502001","ALGONA CITY OF STP",2012-06-30,"001",2006-08-19,"FLOW",NA,0.951,2.054,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","5502001","ALGONA CITY OF STP",2012-05-31,"001",2006-08-19,"FLOW",NA,1.015,1.228,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","5502001","ALGONA CITY OF STP",2012-04-30,"001",2006-08-19,"FLOW",NA,1.026,1.945,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","5502001","ALGONA CITY OF STP",2012-03-31,"001",2006-08-19,"FLOW",NA,0.964,1.256,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","5502001","ALGONA CITY OF STP",2012-02-29,"001",2006-08-19,"FLOW",NA,0.871,1.47,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","5502001","ALGONA CITY OF STP",2012-01-31,"001",2006-08-19,"FLOW",NA,0.815,0.939,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","5502001","ALGONA CITY OF STP",2011-12-31,"001",2006-08-19,"FLOW",NA,0.809,0.888,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","5502001","ALGONA CITY OF STP",2011-11-30,"001",2006-08-19,"FLOW",NA,0.818,0.905,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","5502001","ALGONA CITY OF STP",2011-10-31,"001",2006-08-19,"FLOW",NA,0.856,0.911,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","5502001","ALGONA CITY OF STP",2011-09-30,"001",2006-08-19,"FLOW",NA,0.868,1.053,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","5502001","ALGONA CITY OF STP",2011-08-31,"001",2006-08-19,"FLOW",NA,0.936,1.559,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","5502001","ALGONA CITY OF STP",2011-07-31,"001",2006-08-19,"FLOW",NA,1.253,1.885,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","5502001","ALGONA CITY OF STP",2011-06-30,"001",2006-08-19,"FLOW",NA,1.739,2.421,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","5502001","ALGONA CITY OF STP",2011-05-31,"001",2006-08-19,"FLOW",NA,1.871,2.801,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","5502001","ALGONA CITY OF STP",2011-04-30,"001",2006-08-19,"FLOW",NA,2.327,4.022,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","5502001","ALGONA CITY OF STP",2011-03-31,"001",2006-08-19,"FLOW",NA,1.315,1.632,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","5502001","ALGONA CITY OF STP",2011-02-28,"001",2006-08-19,"FLOW",NA,0.852,1.003,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","5502001","ALGONA CITY OF STP",2011-01-31,"001",2006-08-19,"FLOW",NA,0.92,1.071,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","5502001","ALGONA CITY OF STP",2010-12-31,"001",2006-08-19,"FLOW",NA,1.028,1.425,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","5502001","ALGONA CITY OF STP",2010-11-30,"001",2006-08-19,"FLOW",NA,1.094,1.449,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","5502001","ALGONA CITY OF STP",2010-10-31,"001",2006-08-19,"FLOW",NA,0.994,1.141,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","5502001","ALGONA CITY OF STP",2010-09-30,"001",2006-08-19,"FLOW",NA,1.124,2.016,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","5502001","ALGONA CITY OF STP",2010-08-31,"001",2006-08-19,"FLOW",NA,1.125,1.519,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","5502001","ALGONA CITY OF STP",2010-07-31,"001",2006-08-19,"FLOW",NA,1.452,2.402,"RAW WASTE","MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
